Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
88,KWW LEWICA,SMIRNOW Amadeusz Piotr,2
88,KWW LEWICA,DWOREK Tomasz,6
88,KWW LEWICA,CIELOSZYK Marzena Barbara,1
88,KWW LEWICA,JANKOWSKI Zbysław,6
88,KWW LEWICA,SZUMIŃSKA Magdalena Julia,0
88,KWW LEWICA,SUWART Adam,0
88,KWW LEWICA,PLUCIŃSKI Patryk,2
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,26
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,2
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,1
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,1
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,50
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,2
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,0
88,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,2
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,134
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,16
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,46
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,21
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,25
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,10
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,16
89,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,6
89,KWW KUKIZ'15,BĄCZYK Paweł,9
89,KWW KUKIZ'15,BRUCH Mariusz Mirosław,1
89,KWW KUKIZ'15,BARTKOWIAK Kamil,2
89,KWW KUKIZ'15,BOGUCKA Dominika Angelika,4
89,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,6
89,KWW KUKIZ'15,ROHDE Aleksandra,0
89,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,0
89,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,179
89,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,24
89,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,7
89,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,5
89,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,2
89,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,0
89,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,1
89,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,3
89,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,1
89,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,1
89,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,1
89,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,1
89,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,0
89,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,1
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,28
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,0
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,4
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,59
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,2
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,0
89,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,3
89,KWW LEWICA,URBAŃSKA Beata Kinga,27
89,KWW LEWICA,SMIRNOW Amadeusz Piotr,7
89,KWW LEWICA,DWOREK Tomasz,20
89,KWW LEWICA,CIELOSZYK Marzena Barbara,0
89,KWW LEWICA,JANKOWSKI Zbysław,2
89,KWW LEWICA,SZUMIŃSKA Magdalena Julia,6
89,KWW LEWICA,SUWART Adam,0
89,KWW LEWICA,PLUCIŃSKI Patryk,1
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,12
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,2
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,2
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,3
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,30
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,1
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,2
89,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,4
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,210
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,44
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,76
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,29
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,50
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,15
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,17
90,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,8
90,KWW KUKIZ'15,BĄCZYK Paweł,30
90,KWW KUKIZ'15,BRUCH Mariusz Mirosław,1
90,KWW KUKIZ'15,BARTKOWIAK Kamil,6
90,KWW KUKIZ'15,BOGUCKA Dominika Angelika,6
90,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,3
90,KWW KUKIZ'15,ROHDE Aleksandra,1
90,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,1
90,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,315
90,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,7
90,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,5
90,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,5
90,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,1
90,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,0
90,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,4
90,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,10
90,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,6
90,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,4
90,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,6
90,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,0
90,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,2
90,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,1
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,49
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,1
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,5
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,22
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,0
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,2
90,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,4
90,KWW LEWICA,URBAŃSKA Beata Kinga,45
90,KWW LEWICA,SMIRNOW Amadeusz Piotr,2
90,KWW LEWICA,DWOREK Tomasz,8
90,KWW LEWICA,CIELOSZYK Marzena Barbara,2
90,KWW LEWICA,JANKOWSKI Zbysław,1
90,KWW LEWICA,SZUMIŃSKA Magdalena Julia,9
90,KWW LEWICA,SUWART Adam,0
90,KWW LEWICA,PLUCIŃSKI Patryk,1
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,28
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,9
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,5
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,5
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,57
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,1
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,1
90,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,3
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,118
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,45
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,66
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,19
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,14
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,5
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,12
91,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,14
91,KWW KUKIZ'15,BĄCZYK Paweł,22
91,KWW KUKIZ'15,BRUCH Mariusz Mirosław,4
91,KWW KUKIZ'15,BARTKOWIAK Kamil,7
91,KWW KUKIZ'15,BOGUCKA Dominika Angelika,0
91,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,1
91,KWW KUKIZ'15,ROHDE Aleksandra,0
91,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,1
91,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,92
91,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,21
91,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,3
91,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,11
91,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,2
91,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,14
91,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,0
91,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,3
91,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,2
91,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,4
91,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,4
91,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,1
91,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,0
91,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,5
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,64
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,1
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,0
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,0
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,0
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,2
91,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,4
91,KWW LEWICA,URBAŃSKA Beata Kinga,39
91,KWW LEWICA,SMIRNOW Amadeusz Piotr,3
91,KWW LEWICA,DWOREK Tomasz,5
91,KWW LEWICA,CIELOSZYK Marzena Barbara,1
91,KWW LEWICA,JANKOWSKI Zbysław,2
91,KWW LEWICA,SZUMIŃSKA Magdalena Julia,2
91,KWW LEWICA,SUWART Adam,2
91,KWW LEWICA,PLUCIŃSKI Patryk,2
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,297
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,4
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,4
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,3
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,4
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,3
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,0
91,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,0
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,153
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,22
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,64
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,47
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,16
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,16
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,14
92,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,237
92,KWW KUKIZ'15,BĄCZYK Paweł,37
92,KWW KUKIZ'15,BRUCH Mariusz Mirosław,3
92,KWW KUKIZ'15,BARTKOWIAK Kamil,4
92,KWW KUKIZ'15,BOGUCKA Dominika Angelika,4
92,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,4
92,KWW KUKIZ'15,ROHDE Aleksandra,2
92,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,0
92,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,250
92,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,32
92,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,4
92,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,9
92,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,4
92,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,3
92,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,20
92,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,10
92,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,7
92,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,1
92,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,6
92,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,1
92,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,6
92,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,1
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,61
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,2
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,0
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,4
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,2
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,1
92,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,3
92,KWW LEWICA,URBAŃSKA Beata Kinga,40
92,KWW LEWICA,SMIRNOW Amadeusz Piotr,4
92,KWW LEWICA,DWOREK Tomasz,4
92,KWW LEWICA,CIELOSZYK Marzena Barbara,1
92,KWW LEWICA,JANKOWSKI Zbysław,3
92,KWW LEWICA,SZUMIŃSKA Magdalena Julia,3
92,KWW LEWICA,SUWART Adam,0
92,KWW LEWICA,PLUCIŃSKI Patryk,2
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,105
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,3
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,5
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,2
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,6
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,3
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,1
92,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,0
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,151
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,32
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,103
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,44
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,16
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,16
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,17
93,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,243
93,KWW KUKIZ'15,BĄCZYK Paweł,28
93,KWW KUKIZ'15,BRUCH Mariusz Mirosław,1
93,KWW KUKIZ'15,BARTKOWIAK Kamil,8
93,KWW KUKIZ'15,BOGUCKA Dominika Angelika,3
93,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,1
93,KWW KUKIZ'15,ROHDE Aleksandra,6
93,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,2
93,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,189
93,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,32
93,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,13
93,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,6
93,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,6
93,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,3
93,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,10
93,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,13
93,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,2
93,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,2
93,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,4
93,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,2
93,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,1
93,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,0
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,56
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,8
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,5
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,2
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,1
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,1
93,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,2
93,KWW LEWICA,URBAŃSKA Beata Kinga,25
93,KWW LEWICA,SMIRNOW Amadeusz Piotr,5
93,KWW LEWICA,DWOREK Tomasz,10
93,KWW LEWICA,CIELOSZYK Marzena Barbara,0
93,KWW LEWICA,JANKOWSKI Zbysław,4
93,KWW LEWICA,SZUMIŃSKA Magdalena Julia,7
93,KWW LEWICA,SUWART Adam,0
93,KWW LEWICA,PLUCIŃSKI Patryk,4
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,108
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,7
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,5
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,0
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,2
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,1
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,2
93,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,1
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,154
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,54
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,79
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,57
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,15
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,20
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,17
94,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,32
94,KWW KUKIZ'15,BĄCZYK Paweł,21
94,KWW KUKIZ'15,BRUCH Mariusz Mirosław,0
94,KWW KUKIZ'15,BARTKOWIAK Kamil,6
94,KWW KUKIZ'15,BOGUCKA Dominika Angelika,1
94,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,1
94,KWW KUKIZ'15,ROHDE Aleksandra,5
94,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,1
94,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,117
94,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,23
94,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,2
94,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,6
94,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,0
94,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,6
94,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,6
94,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,11
94,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,6
