Nr okręgu,Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
6,188,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,12
6,189,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,183
6,189,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,57
6,189,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,21
6,189,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,13
6,189,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,13
6,189,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,90
6,189,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,208
6,189,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,13
6,189,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,2
6,189,KWW KUKIZ'15,KRYGIER Piotr Łukasz,7
6,189,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,4
6,189,KWW KUKIZ'15,PAWLAK Rafał,4
6,189,KWW KUKIZ'15,BRUCH Jarosław Damian,1
6,189,KWW KUKIZ'15,BIELAWSKA Karolina Maria,7
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,82
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,45
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,106
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,14
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,2
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,1
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,5
6,189,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,5
6,189,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,14
6,189,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,46
6,189,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,4
6,189,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,2
6,189,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,6
6,189,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,2
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,13
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,26
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,1
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,2
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,0
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,0
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,1
6,189,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,6
6,189,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,19
6,189,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,35
6,189,KWW LEWICA,CZECHANOWSKI Przemysław,3
6,189,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,1
6,189,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,2
6,189,KWW LEWICA,WESOŁOWSKI Wojciech,1
6,189,KWW LEWICA,GMEREK Krzysztof,3
6,189,KWW LEWICA,MARCINIAK Patryk Piotr,1
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,71
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,9
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,6
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,3
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,4
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,1
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,18
6,189,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,13
6,190,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,302
6,190,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,110
6,190,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,40
6,190,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,8
6,190,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,19
6,190,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,121
6,190,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,21
6,190,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,7
6,190,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,1
6,190,KWW KUKIZ'15,KRYGIER Piotr Łukasz,5
6,190,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,2
6,190,KWW KUKIZ'15,PAWLAK Rafał,5
6,190,KWW KUKIZ'15,BRUCH Jarosław Damian,2
6,190,KWW KUKIZ'15,BIELAWSKA Karolina Maria,3
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,60
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,60
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,99
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,4
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,3
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,3
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,3
6,190,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,5
6,190,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,77
6,190,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,9
6,190,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
6,190,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,9
6,190,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,0
6,190,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,1
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,25
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,20
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,3
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,33
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,0
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,0
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,4
6,190,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,2
6,190,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,35
6,190,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,5
6,190,KWW LEWICA,CZECHANOWSKI Przemysław,3
6,190,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,3
6,190,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,2
6,190,KWW LEWICA,WESOŁOWSKI Wojciech,2
6,190,KWW LEWICA,GMEREK Krzysztof,2
6,190,KWW LEWICA,MARCINIAK Patryk Piotr,1
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,33
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,16
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,119
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,2
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,1
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,2
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,0
6,190,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,22
6,191,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,222
6,191,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,81
6,191,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,35
6,191,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,5
6,191,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,22
6,191,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,54
6,191,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,18
6,191,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,9
6,191,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,0
6,191,KWW KUKIZ'15,KRYGIER Piotr Łukasz,2
6,191,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,2
6,191,KWW KUKIZ'15,PAWLAK Rafał,4
6,191,KWW KUKIZ'15,BRUCH Jarosław Damian,0
6,191,KWW KUKIZ'15,BIELAWSKA Karolina Maria,4
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,50
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,36
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,73
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,6
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,2
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,0
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,5
6,191,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,2
6,191,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,52
6,191,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,7
6,191,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
6,191,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,2
6,191,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,3
6,191,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,2
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,18
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,15
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,3
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,13
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,0
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,0
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,1
6,191,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,1
6,191,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,27
6,191,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,4
6,191,KWW LEWICA,CZECHANOWSKI Przemysław,3
6,191,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,1
6,191,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,1
6,191,KWW LEWICA,WESOŁOWSKI Wojciech,3
6,191,KWW LEWICA,GMEREK Krzysztof,3
6,191,KWW LEWICA,MARCINIAK Patryk Piotr,2
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,29
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,12
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,196
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,0
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,0
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,0
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,9
6,191,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,77
6,192,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,278
6,192,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,105
6,192,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,56
6,192,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,5
6,192,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,18
6,192,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,66
6,192,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,19
6,192,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,6
6,192,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,3
6,192,KWW KUKIZ'15,KRYGIER Piotr Łukasz,2
6,192,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,1
6,192,KWW KUKIZ'15,PAWLAK Rafał,1
6,192,KWW KUKIZ'15,BRUCH Jarosław Damian,1
6,192,KWW KUKIZ'15,BIELAWSKA Karolina Maria,4
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,53
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,62
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,90
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,5
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,3
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,3
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,3
6,192,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,3
6,192,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,115
6,192,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,4
6,192,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
6,192,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,3
6,192,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,2
6,192,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,1
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,11
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,24
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,0
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,46
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,0
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,1
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,9
6,192,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,2
6,192,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,31
6,192,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,3
6,192,KWW LEWICA,CZECHANOWSKI Przemysław,2
6,192,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,3
6,192,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,1
6,192,KWW LEWICA,WESOŁOWSKI Wojciech,1
6,192,KWW LEWICA,GMEREK Krzysztof,2
6,192,KWW LEWICA,MARCINIAK Patryk Piotr,3
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,26
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,14
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,176
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,2
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,1
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,4
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,1
6,192,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,103
6,193,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,409
6,193,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,135
6,193,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,80
6,193,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,13
6,193,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,29
6,193,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,128
6,193,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,39
6,193,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,17
6,193,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,6
6,193,KWW KUKIZ'15,KRYGIER Piotr Łukasz,4
6,193,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,3
6,193,KWW KUKIZ'15,PAWLAK Rafał,7
6,193,KWW KUKIZ'15,BRUCH Jarosław Damian,1
6,193,KWW KUKIZ'15,BIELAWSKA Karolina Maria,6
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,83
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,86
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,100
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,4
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,25
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,33
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,0
6,193,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,4
6,193,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,31
6,193,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,8
6,193,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
6,193,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,9
6,193,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,16
6,193,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,DROP Katarzyna,6
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,FRANKIEWICZ Joanna Dorota,38
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard Franciszek,37
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SZYDŁOWSKA Ola Bronisława,2
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,BURZAŁA Idzi,10
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,NOWAKOWSKI Marcin Zbigniew,2
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PUDŁO Aleksandra,6
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JAGODZIŃSKI Dariusz Jerzy,4
6,193,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OBIEGAŁA Zdzisław Stanisław,4
6,193,KWW LEWICA,WACHOWSKA-KUCHARSKA Anna Małgorzata,34
6,193,KWW LEWICA,STRADOWSKA-ADAMSKA Bożena,2
6,193,KWW LEWICA,CZECHANOWSKI Przemysław,5
6,193,KWW LEWICA,SKRZYPCZYŃSKA Elżbieta,2
6,193,KWW LEWICA,SIUTKOWSKA Klaudia Agnieszka,3
6,193,KWW LEWICA,WESOŁOWSKI Wojciech,3
6,193,KWW LEWICA,GMEREK Krzysztof,2
6,193,KWW LEWICA,MARCINIAK Patryk Piotr,3
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WUDARSKI Maciej Jakub,27
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOWA Paweł,15
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,ZENKA-PODLASZEWSKA Dominika,28
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOWALCZYK Marcin Piotr,2
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MIKOŁAJCZYK-WINIARSKA Eleonora Jadwiga,8
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,DUDZIŃSKA Grażyna Barbara,80
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,NAJEWSKA Maria,5
6,193,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,GŁOGOWSKI Paweł Piotr,32
6,194,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GANOWICZ Grzegorz,253
6,194,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,LISIECKA-PAWEŁCZAK Maria Magdalena,80
6,194,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,PRENDKE Andrzej,36
6,194,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,JÓZEFOWSKI Henryk Jan,10
6,194,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,KARCZEWSKA-KRZEMIŃSKA Beata,18
6,194,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,WOŹNIAK Małgorzata,114
6,194,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,POLCYN Przemysław,17
6,194,KWW KUKIZ'15,BIELAWNY Bartosz Ziemowit,15
6,194,KWW KUKIZ'15,OSTOJSKA-RUBCZAK Halina Maria,2
6,194,KWW KUKIZ'15,KRYGIER Piotr Łukasz,4
6,194,KWW KUKIZ'15,GÓRECKA-GARCZYŃSKA Marta Karolina,3
6,194,KWW KUKIZ'15,PAWLAK Rafał,0
6,194,KWW KUKIZ'15,BRUCH Jarosław Damian,2
6,194,KWW KUKIZ'15,BIELAWSKA Karolina Maria,6
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,LESZCZYŃSKI Rafał Jan,66
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,JEMIELITY Ewa Anna,44
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,BORUCZKOWSKI Michał Piotr,90
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,GLEBA Ewa Izabela,7
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,MISIUREK Stanisław Andrzej,51
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,NIEMIER Maciej Wincenty,13
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,SITNIK Dorota,3
6,194,KW PRAWO I SPRAWIEDLIWOŚĆ,BANAŚ Róża Wanda,5
6,194,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,13
6,194,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,JUSZCZYŃSKI Jerzy,0
6,194,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,SŁABĘCKI Andrzej Stefan,0
6,194,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,KUBIAK Anna,5
6,194,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,GARSTKA Joanna,4
