Nr okręgu,Nr obwodu,Komitet wyborczy,Kandydat,Liczba głosów
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,65
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,7
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,29
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,16
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,9
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,6
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,8
3,83,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,3
3,83,KWW KUKIZ'15,BĄCZYK Paweł,15
3,83,KWW KUKIZ'15,BRUCH Mariusz Mirosław,0
3,83,KWW KUKIZ'15,BARTKOWIAK Kamil,0
3,83,KWW KUKIZ'15,BOGUCKA Dominika Angelika,0
3,83,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,1
3,83,KWW KUKIZ'15,ROHDE Aleksandra,1
3,83,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,1
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,80
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,28
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,2
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,0
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,3
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,0
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,2
3,83,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,6
3,83,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,1
3,83,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,0
3,83,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,1
3,83,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,1
3,83,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,3
3,83,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,2
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,29
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,3
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,5
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,1
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,1
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,1
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,0
3,83,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,1
3,83,KWW LEWICA,URBAŃSKA Beata Kinga,22
3,83,KWW LEWICA,SMIRNOW Amadeusz Piotr,3
3,83,KWW LEWICA,DWOREK Tomasz,3
3,83,KWW LEWICA,CIELOSZYK Marzena Barbara,1
3,83,KWW LEWICA,JANKOWSKI Zbysław,64
3,83,KWW LEWICA,SZUMIŃSKA Magdalena Julia,4
3,83,KWW LEWICA,SUWART Adam,1
3,83,KWW LEWICA,PLUCIŃSKI Patryk,0
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,13
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,3
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,13
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,1
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,3
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,5
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,0
3,83,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,0
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,174
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,34
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,81
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,25
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,21
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,17
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,20
3,84,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,12
3,84,KWW KUKIZ'15,BĄCZYK Paweł,23
3,84,KWW KUKIZ'15,BRUCH Mariusz Mirosław,3
3,84,KWW KUKIZ'15,BARTKOWIAK Kamil,4
3,84,KWW KUKIZ'15,BOGUCKA Dominika Angelika,6
3,84,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,4
3,84,KWW KUKIZ'15,ROHDE Aleksandra,4
3,84,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,3
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,127
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,39
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,7
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,8
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,1
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,5
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,8
3,84,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,11
3,84,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,9
3,84,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,5
3,84,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,7
3,84,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,5
3,84,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,2
3,84,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,2
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,88
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,3
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,9
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,3
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,4
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,2
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,3
3,84,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,3
3,84,KWW LEWICA,URBAŃSKA Beata Kinga,119
3,84,KWW LEWICA,SMIRNOW Amadeusz Piotr,6
3,84,KWW LEWICA,DWOREK Tomasz,6
3,84,KWW LEWICA,CIELOSZYK Marzena Barbara,3
3,84,KWW LEWICA,JANKOWSKI Zbysław,7
3,84,KWW LEWICA,SZUMIŃSKA Magdalena Julia,3
3,84,KWW LEWICA,SUWART Adam,1
3,84,KWW LEWICA,PLUCIŃSKI Patryk,9
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,34
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,9
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,5
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,5
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,14
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,3
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,0
3,84,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,2
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,133
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,31
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,62
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,29
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,26
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,13
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,18
3,85,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,10
3,85,KWW KUKIZ'15,BĄCZYK Paweł,17
3,85,KWW KUKIZ'15,BRUCH Mariusz Mirosław,0
3,85,KWW KUKIZ'15,BARTKOWIAK Kamil,9
3,85,KWW KUKIZ'15,BOGUCKA Dominika Angelika,4
3,85,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,2
3,85,KWW KUKIZ'15,ROHDE Aleksandra,0
3,85,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,2
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,90
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,17
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,5
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,7
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,2
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,2
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,5
3,85,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,2
3,85,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,9
3,85,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,2
3,85,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,11
3,85,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,4
3,85,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,0
3,85,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,0
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,66
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,1
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,1
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,1
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,5
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,3
3,85,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,2
3,85,KWW LEWICA,URBAŃSKA Beata Kinga,102
3,85,KWW LEWICA,SMIRNOW Amadeusz Piotr,8
3,85,KWW LEWICA,DWOREK Tomasz,3
3,85,KWW LEWICA,CIELOSZYK Marzena Barbara,4
3,85,KWW LEWICA,JANKOWSKI Zbysław,4
3,85,KWW LEWICA,SZUMIŃSKA Magdalena Julia,4
3,85,KWW LEWICA,SUWART Adam,2
3,85,KWW LEWICA,PLUCIŃSKI Patryk,10
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,16
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,7
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,5
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,2
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,5
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,6
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,0
3,85,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,2
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,137
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,52
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,97
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,33
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,21
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,19
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,28
3,86,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,8
3,86,KWW KUKIZ'15,BĄCZYK Paweł,28
3,86,KWW KUKIZ'15,BRUCH Mariusz Mirosław,2
3,86,KWW KUKIZ'15,BARTKOWIAK Kamil,3
3,86,KWW KUKIZ'15,BOGUCKA Dominika Angelika,8
3,86,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,2
3,86,KWW KUKIZ'15,ROHDE Aleksandra,1
3,86,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,3
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,122
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,24
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,8
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,12
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,0
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,7
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,10
3,86,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,13
3,86,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,12
3,86,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,6
3,86,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,7
3,86,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,4
3,86,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,2
3,86,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,5
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,76
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,3
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,3
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,1
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,1
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,2
3,86,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,1
3,86,KWW LEWICA,URBAŃSKA Beata Kinga,39
3,86,KWW LEWICA,SMIRNOW Amadeusz Piotr,9
3,86,KWW LEWICA,DWOREK Tomasz,4
3,86,KWW LEWICA,CIELOSZYK Marzena Barbara,1
3,86,KWW LEWICA,JANKOWSKI Zbysław,3
3,86,KWW LEWICA,SZUMIŃSKA Magdalena Julia,2
3,86,KWW LEWICA,SUWART Adam,3
3,86,KWW LEWICA,PLUCIŃSKI Patryk,5
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,29
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,15
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,12
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,9
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,7
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,3
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,4
3,86,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,2
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,82
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,25
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,53
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,24
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,11
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,13
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,20
3,87,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,1
3,87,KWW KUKIZ'15,BĄCZYK Paweł,11
3,87,KWW KUKIZ'15,BRUCH Mariusz Mirosław,0
3,87,KWW KUKIZ'15,BARTKOWIAK Kamil,4
3,87,KWW KUKIZ'15,BOGUCKA Dominika Angelika,2
3,87,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,1
3,87,KWW KUKIZ'15,ROHDE Aleksandra,1
3,87,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,3
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,116
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,14
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,4
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,6
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,2
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,3
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,4
3,87,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,8
3,87,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,1
3,87,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,2
3,87,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BRATKOWSKI Wojciech,4
3,87,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,FIJAŁKOWSKA Jadwiga Małgorzata,2
3,87,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PREISS Dariusz,1
3,87,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,BOBER-KOWALCZYK Julita Magdalena,0
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,GROBELNY Ryszard,36
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,JABŁOŃSKI Szymon Jan,0
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,PRZEWOŹNA Bożena Teresa,0
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,RYBAK-WENDROWICZ Bernadeta,1
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WYSOCKA Elżbieta,2
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,OKSZA-PŁACZKOWSKI Jędrzej Stefan,0
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,SOCZKA Alina Maria,3
3,87,KWW JAROSŁAWA PUCKA DOBRO MIASTA,WAŁĘSA Radosław Lech,3
3,87,KWW LEWICA,URBAŃSKA Beata Kinga,15
3,87,KWW LEWICA,SMIRNOW Amadeusz Piotr,7
3,87,KWW LEWICA,DWOREK Tomasz,3
3,87,KWW LEWICA,CIELOSZYK Marzena Barbara,2
3,87,KWW LEWICA,JANKOWSKI Zbysław,4
3,87,KWW LEWICA,SZUMIŃSKA Magdalena Julia,3
3,87,KWW LEWICA,SUWART Adam,1
3,87,KWW LEWICA,PLUCIŃSKI Patryk,6
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,BARTOSIAK Krzysztof,15
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,SOKOLNICKA-GUZEK Maria Tatiana,4
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MALESZKA Jacek Maciej,4
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,WILAK Alicja Teresa,3
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,KOZANECKA-ŁABĘDZKA Karina Katarzyna,3
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,PIOTROWSKA Kornelia,3
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,HNATYK Bogumiła Teresa,2
3,87,KWW SPOŁECZNA KOALICJA „PRAWO DO MIASTA”,MUSIELAK Ryszard Wojciech,1
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,STERNALSKI Marek Jan,149
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,CHUDY Wojciech Adam,43
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,DANELSKA Monika Anna,48
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,RATAJ Andrzej Michał,27
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,GĘBKA-SUSKA Anna Barbara,73
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FILIPIAK Krzysztof Wacław,12
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,FRIEDRICH Aleksandra,12
3,88,KKW PLATFORMA.NOWOCZESNA KOALICJA OBYWATELSKA,SCHUPKE Stanisław,5
3,88,KWW KUKIZ'15,BĄCZYK Paweł,20
3,88,KWW KUKIZ'15,BRUCH Mariusz Mirosław,2
3,88,KWW KUKIZ'15,BARTKOWIAK Kamil,3
3,88,KWW KUKIZ'15,BOGUCKA Dominika Angelika,4
3,88,KWW KUKIZ'15,LECHOCIŃSKA Joanna Malta,1
3,88,KWW KUKIZ'15,ROHDE Aleksandra,2
3,88,KWW KUKIZ'15,CZUJEK Mariusz Krzysztof,2
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,GRZEŚ Michał,349
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,SZYNKOWSKA VEL SĘK Sara Barbara,22
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,ANDRZEJEWSKI Mateusz Daniel,5
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,CHĘCIŃSKA-WIŚNIEWSKA Iwona,5
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,KONDELLA Michał Maciej,0
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,KOMAR-SZULCZYŃSKA Izabela Maria,4
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,RATAJCZAK Marcin Sebastian,3
3,88,KW PRAWO I SPRAWIEDLIWOŚĆ,WOŹNIAK Paweł,6
3,88,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PAWŁOWSKI Maciej,4
3,88,KWW POZNAŃ OD NOWA INICJATYWA SPOŁECZNA,PRONIEWICZ Katarzyna,3
